COMBUSTIBLE,ESTADO,FECHA_REGISTRO,ANIO_REGISTRO,CLASE,DEPARTAMENTO,CANTIDAD
ELECTRICO,ACTIVO,07/30/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,02/15/2021 12:00:00 AM,2021,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,07/30/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,12/28/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,07/30/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,09/16/2021 12:00:00 AM,2021,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,10/06/2021 12:00:00 AM,2021,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,12/28/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,12/30/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,01/22/2022 12:00:00 AM,2022,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,12/07/2021 12:00:00 AM,2021,AUTOMOVIL,Caldas,1
ELECTRICO,ACTIVO,12/03/2021 12:00:00 AM,2021,CAMIONETA,Norte de Santander,1
ELECTRICO,ACTIVO,10/12/2021 12:00:00 AM,2021,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,11/20/2020 12:00:00 AM,2020,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,02/14/2020 12:00:00 AM,2020,TRICIMOTO,Valle del Cauca,1
ELECTRICO,ACTIVO,12/22/2020 12:00:00 AM,2020,CUADRICICLO,Santander,1
ELECTRICO,ACTIVO,12/19/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,03/04/2021 12:00:00 AM,2021,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,12/29/2021 12:00:00 AM,2021,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,11/27/2021 12:00:00 AM,2021,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,12/02/2021 12:00:00 AM,2021,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,01/15/2022 12:00:00 AM,2022,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,12/03/2021 12:00:00 AM,2021,CAMIONETA,Norte de Santander,1
ELECTRICO,ACTIVO,11/05/2021 12:00:00 AM,2021,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,02/08/2022 12:00:00 AM,2022,CAMIONETA,Cauca,1
ELECTRICO,ACTIVO,02/07/2022 12:00:00 AM,2022,CAMIONETA,Cauca,1
ELECTRICO,ACTIVO,05/27/2021 12:00:00 AM,2021,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,09/16/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,09/11/2020 12:00:00 AM,2020,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,01/16/2020 12:00:00 AM,2020,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,11/17/2021 12:00:00 AM,2021,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,09/09/2019 12:00:00 AM,2019,BUS,Valle del Cauca,1
ELECTRICO,ACTIVO,05/04/2021 12:00:00 AM,2021,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,03/11/2020 12:00:00 AM,2020,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,05/11/2021 12:00:00 AM,2021,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,12/16/2020 12:00:00 AM,2020,AUTOMOVIL,Cundinamarca,1
ELECTRICO,ACTIVO,08/27/2021 12:00:00 AM,2021,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,07/22/2021 12:00:00 AM,2021,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,01/20/2022 12:00:00 AM,2022,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/25/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,09/30/2020 12:00:00 AM,2020,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/02/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/04/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/02/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,09/27/2019 12:00:00 AM,2019,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,12/30/2019 12:00:00 AM,2019,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,07/14/2020 12:00:00 AM,2020,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,06/12/2020 12:00:00 AM,2020,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,10/03/2019 12:00:00 AM,2019,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,03/05/2021 12:00:00 AM,2021,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,07/30/2021 12:00:00 AM,2021,CUADRICICLO,Valle del Cauca,1
ELECTRICO,ACTIVO,01/27/2021 12:00:00 AM,2021,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,02/25/2021 12:00:00 AM,2021,AUTOMOVIL,Santander,1
ELECTRICO,ACTIVO,02/25/2021 12:00:00 AM,2021,AUTOMOVIL,Santander,1
ELECTRICO,ACTIVO,06/26/2020 12:00:00 AM,2020,AUTOMOVIL,Cundinamarca,1
ELECTRICO,ACTIVO,03/09/2020 12:00:00 AM,2020,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,05/29/2021 12:00:00 AM,2021,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,07/07/2020 12:00:00 AM,2020,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,12/28/2020 12:00:00 AM,2020,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,10/04/2019 12:00:00 AM,2019,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/30/2019 12:00:00 AM,2019,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,03/08/2021 12:00:00 AM,2021,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,01/13/2021 12:00:00 AM,2021,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,07/11/2020 12:00:00 AM,2020,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,03/06/2020 12:00:00 AM,2020,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,02/19/2021 12:00:00 AM,2021,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,12/23/2020 12:00:00 AM,2020,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,11/30/2020 12:00:00 AM,2020,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,12/15/2020 12:00:00 AM,2020,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,08/05/2020 12:00:00 AM,2020,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,10/12/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,03/12/2020 12:00:00 AM,2020,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,09/17/2019 12:00:00 AM,2019,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/31/2019 12:00:00 AM,2019,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,03/18/2020 12:00:00 AM,2020,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,10/31/2019 12:00:00 AM,2019,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,11/30/2019 12:00:00 AM,2019,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/23/2020 12:00:00 AM,2020,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,09/09/2019 12:00:00 AM,2019,BUS,Valle del Cauca,1
ELECTRICO,ACTIVO,10/14/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,06/08/2020 12:00:00 AM,2020,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,01/24/2020 12:00:00 AM,2020,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,04/22/2021 12:00:00 AM,2021,TRICIMOTO,Valle del Cauca,1
ELECTRICO,ACTIVO,01/31/2022 12:00:00 AM,2022,CAMION,Antioquia,1
ELECTRICO,ACTIVO,01/31/2022 12:00:00 AM,2022,CAMION,Antioquia,1
ELECTRICO,ACTIVO,05/30/2020 12:00:00 AM,2020,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,06/02/2020 12:00:00 AM,2020,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,03/03/2021 12:00:00 AM,2021,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,11/17/2021 12:00:00 AM,2021,CAMIONETA,Santander,1
ELECTRICO,ACTIVO,10/15/2021 12:00:00 AM,2021,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,12/17/2021 12:00:00 AM,2021,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,12/30/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/03/2021 12:00:00 AM,2021,CAMION,Antioquia,1
ELECTRICO,ACTIVO,11/03/2021 12:00:00 AM,2021,CAMION,Antioquia,1
ELECTRICO,ACTIVO,11/03/2021 12:00:00 AM,2021,CAMION,Antioquia,1
ELECTRICO,ACTIVO,02/01/2022 12:00:00 AM,2022,CAMION,Antioquia,1
ELECTRICO,ACTIVO,09/29/2021 12:00:00 AM,2021,TRICIMOTO,Bogota D.C.,1
ELECTRICO,ACTIVO,12/30/2021 12:00:00 AM,2021,AUTOMOVIL,Cundinamarca,1
ELECTRICO,ACTIVO,02/15/2022 12:00:00 AM,2022,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,09/17/2021 12:00:00 AM,2021,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,09/17/2021 12:00:00 AM,2021,AUTOMOVIL,Valle del Cauca,1
ELECTRICO,ACTIVO,09/16/2021 12:00:00 AM,2021,AUTOMOVIL,Cundinamarca,1
ELECTRICO,ACTIVO,12/29/2021 12:00:00 AM,2021,AUTOMOVIL,Cundinamarca,1
ELECTRICO,ACTIVO,12/29/2021 12:00:00 AM,2021,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,12/30/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,03/12/2021 12:00:00 AM,2021,CAMION,Cundinamarca,1
ELECTRICO,ACTIVO,04/09/2021 12:00:00 AM,2021,TRICIMOTO,Valle del Cauca,1
ELECTRICO,ACTIVO,02/09/2022 12:00:00 AM,2022,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,12/15/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,12/29/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,11/09/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/09/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/09/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/10/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/10/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/10/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/10/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/10/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/03/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/10/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/10/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/10/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/22/2021 12:00:00 AM,2021,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,11/22/2021 12:00:00 AM,2021,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,09/28/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,12/28/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/26/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,11/17/2021 12:00:00 AM,2021,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,11/17/2021 12:00:00 AM,2021,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,11/24/2021 12:00:00 AM,2021,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,12/04/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/04/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/04/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/14/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/04/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/04/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/04/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/04/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/04/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/14/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/04/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/08/2021 12:00:00 AM,2021,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,05/13/2021 12:00:00 AM,2021,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,05/11/2021 12:00:00 AM,2021,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,01/11/2022 12:00:00 AM,2022,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,02/25/2021 12:00:00 AM,2021,AUTOMOVIL,Santander,1
ELECTRICO,ACTIVO,06/24/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,12/02/2021 12:00:00 AM,2021,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,06/04/2021 12:00:00 AM,2021,TRICIMOTO,Valle del Cauca,1
ELECTRICO,ACTIVO,09/22/2020 12:00:00 AM,2020,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,05/27/2020 12:00:00 AM,2020,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,05/23/2020 12:00:00 AM,2020,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,05/22/2020 12:00:00 AM,2020,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,02/08/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/21/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/21/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/21/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/31/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/31/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/19/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/25/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,08/23/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,09/25/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,08/23/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,11/25/2021 12:00:00 AM,2021,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,09/13/2021 12:00:00 AM,2021,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,01/21/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/24/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/24/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/31/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/24/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/09/2021 12:00:00 AM,2021,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,03/20/2020 12:00:00 AM,2020,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,03/20/2020 12:00:00 AM,2020,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,09/03/2020 12:00:00 AM,2020,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,02/18/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/05/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/31/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/27/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/22/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/18/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,04/29/2021 12:00:00 AM,2021,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,12/30/2021 12:00:00 AM,2021,AUTOMOVIL,Valle del Cauca,1
ELECTRICO,ACTIVO,12/27/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,02/28/2022 12:00:00 AM,2022,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,12/27/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,11/11/2021 12:00:00 AM,2021,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,02/18/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/22/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,02/02/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,09/17/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,11/10/2021 12:00:00 AM,2021,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,11/26/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,01/24/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/24/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/31/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/29/2020 12:00:00 AM,2020,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,12/29/2020 12:00:00 AM,2020,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,12/29/2020 12:00:00 AM,2020,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,12/28/2021 12:00:00 AM,2021,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,11/12/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/11/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,10/28/2020 12:00:00 AM,2020,AUTOMOVIL,Meta,1
ELECTRICO,ACTIVO,11/13/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/12/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/11/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,11/11/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/04/2019 12:00:00 AM,2019,MOTOCICLETA,Bogota D.C.,1
ELECTRICO,ACTIVO,12/29/2020 12:00:00 AM,2020,BUS,Valle del Cauca,1
ELECTRICO,ACTIVO,03/11/2020 12:00:00 AM,2020,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,07/19/2021 12:00:00 AM,2021,AUTOMOVIL,Meta,1
ELECTRICO,ACTIVO,04/13/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2022 12:00:00 AM,2022,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,12/30/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/30/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/19/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/15/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/15/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/15/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/15/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,01/19/2022 12:00:00 AM,2022,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/29/2021 12:00:00 AM,2021,CAMION,Antioquia,1
ELECTRICO,ACTIVO,01/28/2021 12:00:00 AM,2021,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,03/26/2021 12:00:00 AM,2021,CAMIONETA,Valle del Cauca,1
ELECTRICO,ACTIVO,11/30/2021 12:00:00 AM,2021,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,11/26/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,12/30/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,12/30/2021 12:00:00 AM,2021,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,09/14/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,08/23/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,08/06/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,09/22/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,08/03/2021 12:00:00 AM,2021,AUTOMOVIL,Meta,1
ELECTRICO,ACTIVO,12/20/2021 12:00:00 AM,2021,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,12/28/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,12/28/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,12/28/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,12/28/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,07/31/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,07/31/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,07/31/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,12/28/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,07/31/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,12/28/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,07/30/2020 12:00:00 AM,2020,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,11/10/2021 12:00:00 AM,2021,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,09/08/2020 12:00:00 AM,2020,CUADRICICLO,Cundinamarca,1
ELECTRICO,ACTIVO,12/03/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/03/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/03/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/03/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/03/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,12/03/2020 12:00:00 AM,2020,BUS,Bogota D.C.,1
ELECTRICO,ACTIVO,05/14/2021 12:00:00 AM,2021,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,03/03/2021 12:00:00 AM,2021,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,03/03/2021 12:00:00 AM,2021,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,10/29/2020 12:00:00 AM,2020,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,02/10/2021 12:00:00 AM,2021,AUTOMOVIL,Bogota D.C.,1
