COMBUSTIBLE,ESTADO,FECHA_REGISTRO,ANIO_REGISTRO,CLASE,DEPARTAMENTO,CANTIDAD
ELECTRICO,ACTIVO,04/25/2014 12:00:00 AM,2014,MOTOCICLETA,Santander,1
ELECTRICO,ACTIVO,12/17/2014 12:00:00 AM,2014,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,02/04/2015 12:00:00 AM,2015,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,06/12/2014 12:00:00 AM,2014,MOTOCICLETA,Bogota D.C.,1
ELECTRICO,ACTIVO,05/05/2015 12:00:00 AM,2015,MOTOCICLETA,Bogota D.C.,1
ELECTRICO,ACTIVO,06/28/2014 12:00:00 AM,2014,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,12/18/2014 12:00:00 AM,2014,MOTOCICLETA,Bogota D.C.,1
ELECTRICO,ACTIVO,06/20/2014 12:00:00 AM,2014,MOTOCICLETA,Bogota D.C.,1
ELECTRICO,ACTIVO,02/28/2014 12:00:00 AM,2014,MOTOCICLETA,Bogota D.C.,1
ELECTRICO,ACTIVO,12/19/2014 12:00:00 AM,2014,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,07/09/2014 12:00:00 AM,2014,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,09/18/2014 12:00:00 AM,2014,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,02/13/2015 12:00:00 AM,2015,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,11/27/2014 12:00:00 AM,2014,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,12/19/2014 12:00:00 AM,2014,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,10/21/2014 12:00:00 AM,2014,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,02/17/2015 12:00:00 AM,2015,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,01/14/2016 12:00:00 AM,2016,MOTOCICLETA,Bogota D.C.,1
ELECTRICO,ACTIVO,01/17/2015 12:00:00 AM,2015,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,04/24/2015 12:00:00 AM,2015,MOTOCICLETA,Cundinamarca,1
ELECTRICO,ACTIVO,12/31/2014 12:00:00 AM,2014,MOTOCICLETA,Santander,1
ELECTRICO,ACTIVO,10/24/2014 12:00:00 AM,2014,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,04/24/2015 12:00:00 AM,2015,MOTOCICLETA,Cundinamarca,1
ELECTRICO,ACTIVO,07/09/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,04/24/2015 12:00:00 AM,2015,MOTOCICLETA,Bogota D.C.,1
ELECTRICO,ACTIVO,04/27/2015 12:00:00 AM,2015,MOTOCICLETA,Santander,1
ELECTRICO,ACTIVO,12/11/2014 12:00:00 AM,2014,MOTOCICLETA,Santander,1
ELECTRICO,ACTIVO,03/20/2015 12:00:00 AM,2015,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,01/29/2015 12:00:00 AM,2015,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,02/13/2015 12:00:00 AM,2015,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,09/08/2014 12:00:00 AM,2014,MOTOCICLETA,Huila,1
ELECTRICO,ACTIVO,12/27/2016 12:00:00 AM,2016,MOTOCICLETA,Meta,1
ELECTRICO,ACTIVO,12/02/2015 12:00:00 AM,2015,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,11/11/2014 12:00:00 AM,2014,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,11/19/2014 12:00:00 AM,2014,MOTOCICLETA,Cordoba,1
ELECTRICO,ACTIVO,12/11/2014 12:00:00 AM,2014,MOTOCICLETA,Meta,1
ELECTRICO,ACTIVO,10/03/2014 12:00:00 AM,2014,MOTOCICLETA,Cordoba,1
ELECTRICO,ACTIVO,11/12/2014 12:00:00 AM,2014,MOTOCICLETA,Bogota D.C.,1
ELECTRICO,ACTIVO,09/26/2014 12:00:00 AM,2014,MOTOCICLETA,Norte de Santander,1
ELECTRICO,ACTIVO,02/02/2015 12:00:00 AM,2015,MOTOCICLETA,Cordoba,1
ELECTRICO,ACTIVO,09/18/2014 12:00:00 AM,2014,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,12/10/2014 12:00:00 AM,2014,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,09/30/2014 12:00:00 AM,2014,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,06/01/2015 12:00:00 AM,2015,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,02/03/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,01/28/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/26/2016 12:00:00 AM,2016,AUTOMOVIL,Risaralda,1
ELECTRICO,ACTIVO,06/05/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,06/17/2015 12:00:00 AM,2015,AUTOMOVIL,Caldas,1
ELECTRICO,ACTIVO,06/19/2015 12:00:00 AM,2015,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,06/30/2015 12:00:00 AM,2015,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,04/20/2017 12:00:00 AM,2017,AUTOMOVIL,Norte de Santander,1
ELECTRICO,ACTIVO,01/19/2016 12:00:00 AM,2016,MOTOCICLETA,Norte de Santander,1
ELECTRICO,ACTIVO,10/27/2015 12:00:00 AM,2015,MOTOCICLETA,Arauca,1
ELECTRICO,ACTIVO,05/20/2015 12:00:00 AM,2015,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,11/10/2015 12:00:00 AM,2015,MOTOCICLETA,Bogota D.C.,1
ELECTRICO,ACTIVO,06/19/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,08/14/2015 12:00:00 AM,2015,MOTOCICLETA,Santander,1
ELECTRICO,ACTIVO,06/05/2015 12:00:00 AM,2015,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,09/15/2016 12:00:00 AM,2016,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,11/02/2016 12:00:00 AM,2016,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,06/30/2016 12:00:00 AM,2016,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,08/02/2016 12:00:00 AM,2016,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,12/29/2016 12:00:00 AM,2016,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,12/01/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,11/28/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/30/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/06/2015 12:00:00 AM,2015,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,11/09/2015 12:00:00 AM,2015,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,10/09/2015 12:00:00 AM,2015,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,10/07/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/22/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,06/16/2015 12:00:00 AM,2015,MOTOCICLETA,Santander,1
ELECTRICO,ACTIVO,09/07/2015 12:00:00 AM,2015,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,09/28/2016 12:00:00 AM,2016,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,09/05/2015 12:00:00 AM,2015,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,01/13/2016 12:00:00 AM,2016,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,12/12/2016 12:00:00 AM,2016,AUTOMOVIL,Caldas,1
ELECTRICO,ACTIVO,09/30/2016 12:00:00 AM,2016,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,10/21/2016 12:00:00 AM,2016,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,12/14/2016 12:00:00 AM,2016,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,03/03/2016 12:00:00 AM,2016,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,11/30/2016 12:00:00 AM,2016,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,12/16/2016 12:00:00 AM,2016,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/25/2016 12:00:00 AM,2016,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,11/30/2016 12:00:00 AM,2016,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,12/15/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,06/12/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,06/12/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,06/17/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/07/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,09/25/2015 12:00:00 AM,2015,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,07/16/2015 12:00:00 AM,2015,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,10/29/2015 12:00:00 AM,2015,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,12/14/2015 12:00:00 AM,2015,MOTOCICLETA,Bogota D.C.,1
ELECTRICO,ACTIVO,12/01/2015 12:00:00 AM,2015,MOTOCICLETA,Santander,1
ELECTRICO,ACTIVO,11/28/2015 12:00:00 AM,2015,MOTOCICLETA,Santander,1
ELECTRICO,ACTIVO,10/16/2015 12:00:00 AM,2015,MOTOCICLETA,Santander,1
ELECTRICO,ACTIVO,10/27/2015 12:00:00 AM,2015,AUTOMOVIL,Caldas,1
ELECTRICO,ACTIVO,09/11/2015 12:00:00 AM,2015,AUTOMOVIL,Bolivar,1
ELECTRICO,ACTIVO,07/15/2015 12:00:00 AM,2015,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,10/29/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,08/18/2015 12:00:00 AM,2015,MOTOCICLETA,Santander,1
ELECTRICO,ACTIVO,12/17/2015 12:00:00 AM,2015,MOTOCICLETA,Risaralda,1
ELECTRICO,ACTIVO,09/16/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,09/19/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,11/11/2015 12:00:00 AM,2015,MOTOCICLETA,Santander,1
ELECTRICO,ACTIVO,01/28/2016 12:00:00 AM,2016,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,09/04/2015 12:00:00 AM,2015,MOTOCICLETA,Caqueta,1
ELECTRICO,ACTIVO,10/23/2015 12:00:00 AM,2015,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,11/10/2016 12:00:00 AM,2016,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,11/10/2016 12:00:00 AM,2016,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,11/10/2016 12:00:00 AM,2016,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,03/10/2017 12:00:00 AM,2017,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,08/12/2016 12:00:00 AM,2016,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,08/12/2016 12:00:00 AM,2016,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,06/14/2016 12:00:00 AM,2016,MOTOCICLETA,Caldas,1
ELECTRICO,ACTIVO,10/19/2016 12:00:00 AM,2016,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,05/12/2017 12:00:00 AM,2017,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,11/10/2016 12:00:00 AM,2016,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,10/11/2016 12:00:00 AM,2016,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,07/28/2016 12:00:00 AM,2016,MOTOCICLETA,Caldas,1
ELECTRICO,ACTIVO,02/25/2016 12:00:00 AM,2016,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,02/02/2016 12:00:00 AM,2016,MOTOCICLETA,Norte de Santander,1
ELECTRICO,ACTIVO,03/01/2016 12:00:00 AM,2016,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,10/11/2016 12:00:00 AM,2016,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,02/06/2017 12:00:00 AM,2017,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,07/16/2016 12:00:00 AM,2016,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,07/18/2016 12:00:00 AM,2016,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,11/04/2016 12:00:00 AM,2016,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,10/11/2016 12:00:00 AM,2016,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,10/10/2016 12:00:00 AM,2016,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,02/20/2017 12:00:00 AM,2017,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,11/10/2016 12:00:00 AM,2016,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,07/13/2016 12:00:00 AM,2016,MOTOCICLETA,Santander,1
ELECTRICO,ACTIVO,08/09/2016 12:00:00 AM,2016,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,10/11/2016 12:00:00 AM,2016,MOTOCARRO,Cundinamarca,1
ELECTRICO,ACTIVO,03/04/2016 12:00:00 AM,2016,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,04/07/2016 12:00:00 AM,2016,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,08/05/2016 12:00:00 AM,2016,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,06/27/2016 12:00:00 AM,2016,MOTOCICLETA,Risaralda,1
ELECTRICO,ACTIVO,08/31/2017 12:00:00 AM,2017,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,12/14/2016 12:00:00 AM,2016,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,06/08/2017 12:00:00 AM,2017,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,11/28/2016 12:00:00 AM,2016,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,09/04/2017 12:00:00 AM,2017,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,08/19/2017 12:00:00 AM,2017,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,07/29/2017 12:00:00 AM,2017,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,08/31/2017 12:00:00 AM,2017,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,06/15/2017 12:00:00 AM,2017,BUS,Antioquia,1
ELECTRICO,ACTIVO,08/22/2017 12:00:00 AM,2017,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,09/08/2017 12:00:00 AM,2017,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,05/10/2017 12:00:00 AM,2017,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,01/26/2017 12:00:00 AM,2017,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,05/30/2017 12:00:00 AM,2017,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,01/23/2017 12:00:00 AM,2017,MOTOCICLETA,Santander,1
ELECTRICO,ACTIVO,01/12/2017 12:00:00 AM,2017,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,06/08/2017 12:00:00 AM,2017,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,09/28/2017 12:00:00 AM,2017,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,11/11/2016 12:00:00 AM,2016,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,07/28/2017 12:00:00 AM,2017,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,03/31/2017 12:00:00 AM,2017,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,03/15/2017 12:00:00 AM,2017,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,03/15/2017 12:00:00 AM,2017,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,03/15/2017 12:00:00 AM,2017,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,11/18/2016 12:00:00 AM,2016,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,01/30/2018 12:00:00 AM,2018,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,07/21/2018 12:00:00 AM,2018,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,06/22/2018 12:00:00 AM,2018,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,02/24/2018 12:00:00 AM,2018,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,07/04/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,11/29/2021 12:00:00 AM,2021,AUTOMOVIL,Caldas,1
ELECTRICO,ACTIVO,05/20/2019 12:00:00 AM,2019,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,06/01/2019 12:00:00 AM,2019,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,12/18/2018 12:00:00 AM,2018,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,12/28/2018 12:00:00 AM,2018,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,10/23/2017 12:00:00 AM,2017,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,02/01/2019 12:00:00 AM,2019,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,12/07/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/27/2018 12:00:00 AM,2018,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,12/05/2018 12:00:00 AM,2018,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,03/13/2019 12:00:00 AM,2019,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,06/08/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,06/18/2018 12:00:00 AM,2018,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,11/22/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,02/28/2019 12:00:00 AM,2019,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,09/21/2018 12:00:00 AM,2018,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,07/31/2019 12:00:00 AM,2019,AUTOMOVIL,Cundinamarca,1
ELECTRICO,ACTIVO,11/28/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,05/12/2018 12:00:00 AM,2018,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,11/08/2018 12:00:00 AM,2018,CAMIONETA,Bogota D.C.,1
ELECTRICO,ACTIVO,11/19/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,01/30/2018 12:00:00 AM,2018,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,01/24/2018 12:00:00 AM,2018,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,03/20/2019 12:00:00 AM,2019,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,02/28/2019 12:00:00 AM,2019,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,02/28/2019 12:00:00 AM,2019,CUADRICICLO,Cundinamarca,1
ELECTRICO,ACTIVO,03/19/2019 12:00:00 AM,2019,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,07/14/2020 12:00:00 AM,2020,AUTOMOVIL,Cundinamarca,1
ELECTRICO,ACTIVO,02/20/2019 12:00:00 AM,2019,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,02/20/2019 12:00:00 AM,2019,CAMIONETA,Cundinamarca,1
ELECTRICO,ACTIVO,06/29/2018 12:00:00 AM,2018,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,05/26/2018 12:00:00 AM,2018,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,11/28/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,03/08/2018 12:00:00 AM,2018,BUS,Antioquia,1
ELECTRICO,ACTIVO,06/05/2018 12:00:00 AM,2018,AUTOMOVIL,Quindio,1
ELECTRICO,ACTIVO,04/04/2018 12:00:00 AM,2018,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,02/15/2019 12:00:00 AM,2019,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,04/05/2019 12:00:00 AM,2019,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,12/17/2018 12:00:00 AM,2018,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,07/17/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,12/12/2018 12:00:00 AM,2018,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,06/01/2018 12:00:00 AM,2018,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,10/05/2017 12:00:00 AM,2017,MOTOCICLETA,Antioquia,1
ELECTRICO,ACTIVO,03/06/2019 12:00:00 AM,2019,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,12/18/2018 12:00:00 AM,2018,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,12/29/2018 12:00:00 AM,2018,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,06/08/2018 12:00:00 AM,2018,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,10/09/2018 12:00:00 AM,2018,AUTOMOVIL,Caldas,1
ELECTRICO,ACTIVO,11/01/2018 12:00:00 AM,2018,CAMION,Antioquia,1
ELECTRICO,ACTIVO,10/12/2017 12:00:00 AM,2017,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,01/15/2019 12:00:00 AM,2019,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,01/15/2019 12:00:00 AM,2019,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,11/22/2018 12:00:00 AM,2018,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,11/28/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,11/30/2018 12:00:00 AM,2018,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,11/16/2018 12:00:00 AM,2018,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,07/17/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,02/08/2018 12:00:00 AM,2018,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,09/29/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,01/29/2019 12:00:00 AM,2019,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,03/23/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,02/08/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,04/09/2019 12:00:00 AM,2019,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,09/04/2018 12:00:00 AM,2018,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,08/16/2018 12:00:00 AM,2018,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,12/18/2018 12:00:00 AM,2018,CUADRICICLO,Santander,1
ELECTRICO,ACTIVO,09/07/2018 12:00:00 AM,2018,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,12/15/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,02/15/2018 12:00:00 AM,2018,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,09/19/2018 12:00:00 AM,2018,MOTOCICLETA,Valle del Cauca,1
ELECTRICO,ACTIVO,11/29/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,09/18/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,03/28/2018 12:00:00 AM,2018,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,03/28/2018 12:00:00 AM,2018,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,09/11/2018 12:00:00 AM,2018,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,08/16/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,06/26/2018 12:00:00 AM,2018,CUADRICICLO,Bogota D.C.,1
ELECTRICO,ACTIVO,10/26/2017 12:00:00 AM,2017,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,10/03/2018 12:00:00 AM,2018,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,10/03/2018 12:00:00 AM,2018,CAMIONETA,Antioquia,1
ELECTRICO,ACTIVO,11/15/2018 12:00:00 AM,2018,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,03/29/2019 12:00:00 AM,2019,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,12/19/2018 12:00:00 AM,2018,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,11/30/2018 12:00:00 AM,2018,CUADRICICLO,Antioquia,1
ELECTRICO,ACTIVO,07/01/2015 12:00:00 AM,2015,AUTOMOVIL,Quindio,1
ELECTRICO,ACTIVO,01/05/2016 12:00:00 AM,2016,AUTOMOVIL,Valle del Cauca,1
ELECTRICO,ACTIVO,08/25/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,07/29/2016 12:00:00 AM,2016,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/19/2015 12:00:00 AM,2015,AUTOMOVIL,Bogota D.C.,1
ELECTRICO,ACTIVO,10/28/2015 12:00:00 AM,2015,AUTOMOVIL,Antioquia,1
ELECTRICO,ACTIVO,01/22/2015 12:00:00 AM,2015,CAMIONETA,Bogota D.C.,1
